Rk,Team,Date,GCA,,Opp,Comp,Result,GF,GA,GD,Poss,G-PK,PK,PKatt,PKm,GCA,PassLive,PassDead,TO,Sh,Fld,Def,Match Report
854,Holstein Kiel,2025-02-09,3,,Bochum,de Bundesliga,D 2-2,2,2,0,48,1,1,1,0,3,0,2,0,0,1,0,Match Report
855,Athletic Club,2025-02-02,3,@,Betis,es La Liga,D 2-2,2,2,0,47,2,0,0,0,3,1,1,0,1,0,0,Match Report
856,Athletic Club,2024-12-08,3,,Villarreal,es La Liga,W 2-0,2,0,+2,42,2,0,0,0,3,2,1,0,0,0,0,Match Report
857,Gladbach,2024-12-21,3,@,Hoffenheim,de Bundesliga,W 2-1,2,1,+1,35,2,0,0,0,3,1,1,1,0,0,0,Match Report
858,Gladbach,2024-11-24,3,,St. Pauli,de Bundesliga,W 2-0,2,0,+2,48,2,0,0,0,3,2,0,0,1,0,0,Match Report
859,Gladbach,2024-08-23,3,,Leverkusen,de Bundesliga,L 2-3,2,3,-1,43,2,0,0,0,3,2,0,0,1,0,0,Match Report
860,Southampton,2025-02-01,3,@,Ipswich Town,eng Premier League,W 2-1,2,1,+1,43,2,0,0,0,3,2,0,0,1,0,0,Match Report
861,Southampton,2025-01-19,3,@,Nott'ham Forest,eng Premier League,L 2-3,2,3,-1,55,2,0,0,0,3,0,1,1,1,0,0,Match Report
862,Southampton,2024-11-24,3,,Liverpool,eng Premier League,L 2-3,2,3,-1,38,2,0,1,1,3,2,0,0,1,0,0,Match Report
863,Tottenham,2025-01-19,3,@,Everton,eng Premier League,L 2-3,2,3,-1,64,2,0,0,0,3,2,0,0,1,0,0,Match Report
864,Toulouse,2024-09-15,3,,Le Havre,fr Ligue 1,W 2-0,2,0,+2,54,2,0,0,0,3,2,0,0,0,0,1,Match Report
865,Fiorentina,2024-12-29,3,@,Juventus,it Serie A,D 2-2,2,2,0,38,2,0,0,0,3,2,0,0,1,0,0,Match Report
866,Crystal Palace,2025-02-02,3,@,Manchester Utd,eng Premier League,W 2-0,2,0,+2,34,2,0,0,0,3,2,0,0,1,0,0,Match Report
867,Crystal Palace,2024-11-02,3,@,Wolves,eng Premier League,D 2-2,2,2,0,43,2,0,0,0,3,0,1,0,1,1,0,Match Report
868,Crystal Palace,2024-09-14,3,,Leicester City,eng Premier League,D 2-2,2,2,0,66,1,1,1,0,3,2,0,0,0,1,0,Match Report
869,Bournemouth,2025-04-05,3,@,West Ham,eng Premier League,D 2-2,2,2,0,44,2,0,0,0,3,2,0,0,1,0,0,Match Report
870,Bournemouth,2024-11-09,3,@,Brentford,eng Premier League,L 2-3,2,3,-1,49,2,0,0,0,3,2,0,1,0,0,0,Match Report
871,Bournemouth,2024-10-19,3,,Arsenal,eng Premier League,W 2-0,2,0,+2,49,1,1,1,0,3,1,1,0,0,1,0,Match Report
872,Wolfsburg,2025-02-15,3,@,Stuttgart,de Bundesliga,W 2-1,2,1,+1,43,1,1,1,0,3,2,0,0,1,0,0,Match Report
873,Wolfsburg,2024-10-20,3,,Werder Bremen,de Bundesliga,L 2-4,2,4,-2,43,2,0,0,0,3,2,0,0,1,0,0,Match Report
874,Wolfsburg,2024-09-28,3,,Stuttgart,de Bundesliga,D 2-2,2,2,0,31,2,0,0,0,3,2,0,0,0,0,1,Match Report
875,Wolfsburg,2024-08-25,3,,Bayern Munich,de Bundesliga,L 2-3,2,3,-1,30,1,1,1,0,3,2,0,0,0,1,0,Match Report
876,Real Madrid,2025-03-15,3,@,Villarreal,es La Liga,W 2-1,2,1,+1,54,2,0,0,0,3,2,0,0,1,0,0,Match Report
877,Real Madrid,2024-09-14,3,@,Real Sociedad,es La Liga,W 2-0,2,0,+2,52,0,2,2,0,3,0,0,1,1,1,0,Match Report
878,St. Pauli,2025-03-29,3,@,Bayern Munich,de Bundesliga,L 2-3,2,3,-1,35,2,0,0,0,3,3,0,0,0,0,0,Match Report
879,Marseille,2024-12-08,3,@,Saint-Étienne,fr Ligue 1,W 2-0,2,0,+2,68,2,0,1,1,3,2,0,0,1,0,0,Match Report
880,Marseille,2024-12-01,3,,Monaco,fr Ligue 1,W 2-1,2,1,+1,63,1,1,1,0,3,3,0,0,0,0,0,Match Report
881,Marseille,2024-08-25,3,,Reims,fr Ligue 1,D 2-2,2,2,0,66,2,0,0,0,3,2,0,0,1,0,0,Match Report
882,Stuttgart,2025-03-16,3,,Leverkusen,de Bundesliga,L 3-4,3,4,-1,43,2,0,0,0,3,2,0,0,1,0,0,Match Report
883,Stuttgart,2025-01-15,3,,RB Leipzig,de Bundesliga,W 2-1,2,1,+1,58,2,0,0,0,3,2,0,0,1,0,0,Match Report
884,Stuttgart,2024-09-28,3,@,Wolfsburg,de Bundesliga,D 2-2,2,2,0,69,2,0,1,1,3,2,0,0,1,0,0,Match Report
885,Stuttgart,2024-08-31,3,,Mainz 05,de Bundesliga,D 3-3,3,3,0,63,3,0,0,0,3,1,0,0,2,0,0,Match Report
886,Auxerre,2025-03-09,3,@,Reims,fr Ligue 1,W 2-0,2,0,+2,43,2,0,0,0,3,1,1,0,1,0,0,Match Report
887,Auxerre,2025-02-09,3,,Toulouse,fr Ligue 1,D 2-2,2,2,0,53,2,0,0,0,3,2,1,0,0,0,0,Match Report
888,Auxerre,2024-10-27,3,@,Lyon,fr Ligue 1,D 2-2,2,2,0,38,2,0,0,0,3,0,1,0,2,0,0,Match Report
889,Auxerre,2024-09-22,3,@,Montpellier,fr Ligue 1,L 2-3,2,3,-1,46,2,0,0,0,3,2,0,0,1,0,0,Match Report
890,Le Havre,2025-04-06,3,@,Montpellier,fr Ligue 1,W 2-0,2,0,+2,45,2,0,0,0,3,1,0,0,1,0,1,Match Report
891,Le Havre,2025-02-08,3,@,Lille,fr Ligue 1,W 2-1,2,1,+1,34,2,0,0,0,3,2,0,0,1,0,0,Match Report
892,Le Havre,2024-08-24,3,@,Saint-Étienne,fr Ligue 1,W 2-0,2,0,+2,41,1,1,1,0,3,1,1,0,0,1,0,Match Report
893,Werder Bremen,2024-11-30,3,,Stuttgart,de Bundesliga,D 2-2,2,2,0,43,2,0,0,0,3,2,0,0,1,0,0,Match Report
894,Genoa,2024-12-28,3,@,Empoli,it Serie A,W 2-1,2,1,+1,42,2,0,0,0,3,2,0,0,1,0,0,Match Report
895,Genoa,2024-11-24,3,,Cagliari,it Serie A,D 2-2,2,2,0,52,2,0,0,0,3,2,0,0,1,0,0,Match Report
896,Lazio,2025-03-02,3,@,Milan,it Serie A,W 2-1,2,1,+1,39,1,1,1,0,3,1,0,0,1,1,0,Match Report
897,Lazio,2025-01-19,3,@,Hellas Verona,it Serie A,W 3-0,3,0,+3,64,3,0,0,0,3,2,1,0,0,0,0,Match Report
898,Lazio,2024-12-21,3,@,Lecce,it Serie A,W 2-1,2,1,+1,59,1,1,1,0,3,2,0,0,1,0,0,Match Report
899,Lazio,2024-11-04,3,,Cagliari,it Serie A,W 2-1,2,1,+1,54,1,1,1,0,3,1,0,0,1,1,0,Match Report
900,Lazio,2024-08-18,3,,Venezia,it Serie A,W 3-1,3,1,+2,67,1,1,1,0,3,1,0,0,0,1,1,Match Report
901,Getafe,2024-09-28,3,,Alavés,es La Liga,W 2-0,2,0,+2,46,1,1,1,0,3,1,0,0,1,1,0,Match Report
902,Union Berlin,2025-03-09,3,@,Eint Frankfurt,de Bundesliga,W 2-1,2,1,+1,34,2,0,0,0,3,0,2,0,1,0,0,Match Report
903,West Ham,2024-10-27,3,,Manchester Utd,eng Premier League,W 2-1,2,1,+1,42,1,1,1,0,3,1,0,0,1,1,0,Match Report
904,West Ham,2024-08-24,3,@,Crystal Palace,eng Premier League,W 2-0,2,0,+2,42,2,0,0,0,3,1,0,1,1,0,0,Match Report
905,Leganés,2025-03-29,3,@,Real Madrid,es La Liga,L 2-3,2,3,-1,30,2,0,0,0,3,1,0,1,1,0,0,Match Report
906,Reims,2024-08-25,3,@,Marseille,fr Ligue 1,D 2-2,2,2,0,34,2,0,0,0,3,0,0,2,1,0,0,Match Report
907,Liverpool,2025-04-06,3,@,Fulham,eng Premier League,L 2-3,2,3,-1,63,2,0,0,0,3,2,0,0,0,0,1,Match Report
908,Liverpool,2025-02-19,3,@,Aston Villa,eng Premier League,D 2-2,2,2,0,48,2,0,0,0,3,2,0,1,0,0,0,Match Report
909,Liverpool,2025-02-12,3,@,Everton,eng Premier League,D 2-2,2,2,0,63,2,0,0,0,3,2,0,0,1,0,0,Match Report
910,Liverpool,2025-01-05,3,,Manchester Utd,eng Premier League,D 2-2,2,2,0,53,1,1,1,0,3,1,0,1,1,0,0,Match Report
911,Liverpool,2024-11-24,3,@,Southampton,eng Premier League,W 3-2,3,2,+1,62,2,1,1,0,3,3,0,0,0,0,0,Match Report
912,Liverpool,2024-08-25,3,,Brentford,eng Premier League,W 2-0,2,0,+2,62,2,0,0,0,3,3,0,0,0,0,0,Match Report
913,Aston Villa,2025-02-19,3,,Liverpool,eng Premier League,D 2-2,2,2,0,52,2,0,0,0,3,2,0,0,1,0,0,Match Report
914,Aston Villa,2024-08-31,3,@,Leicester City,eng Premier League,W 2-1,2,1,+1,43,2,0,0,0,3,2,0,0,1,0,0,Match Report
915,Aston Villa,2024-08-17,3,@,West Ham,eng Premier League,W 2-1,2,1,+1,48,2,0,0,0,3,2,1,0,0,0,0,Match Report
916,Wolves,2025-02-01,3,,Aston Villa,eng Premier League,W 2-0,2,0,+2,32,2,0,0,0,3,2,0,0,0,0,1,Match Report
917,Wolves,2024-10-26,3,@,Brighton,eng Premier League,D 2-2,2,2,0,49,2,0,0,0,3,1,0,1,1,0,0,Match Report
918,Alavés,2024-12-22,3,@,Valencia,es La Liga,D 2-2,2,2,0,38,1,1,1,0,3,1,0,0,1,1,0,Match Report
919,Alavés,2024-09-20,3,,Sevilla,es La Liga,W 2-1,2,1,+1,35,2,0,0,0,3,2,0,0,1,0,0,Match Report
920,Girona,2025-03-01,3,,Celta Vigo,es La Liga,D 2-2,2,2,0,51,2,0,0,0,3,2,1,0,0,0,0,Match Report
921,Girona,2024-12-01,3,@,Villarreal,es La Liga,D 2-2,2,2,0,64,2,0,0,0,3,2,0,0,1,0,0,Match Report
922,Girona,2024-09-01,3,@,Sevilla,es La Liga,W 2-0,2,0,+2,50,1,1,1,0,3,2,0,0,1,0,0,Match Report
923,Atalanta,2024-12-06,3,,Milan,it Serie A,W 2-1,2,1,+1,52,2,0,0,0,3,0,1,0,1,1,0,Match Report
924,Atalanta,2024-12-02,3,@,Roma,it Serie A,W 2-0,2,0,+2,52,2,0,0,0,3,1,1,0,1,0,0,Match Report
925,Atalanta,2024-09-24,3,,Como,it Serie A,L 2-3,2,3,-1,59,1,1,1,0,3,2,0,0,0,1,0,Match Report
926,Rayo Vallecano,2025-03-29,3,@,Alavés,es La Liga,W 2-0,2,0,+2,45,2,0,0,0,3,0,1,2,0,0,0,Match Report
927,Rayo Vallecano,2024-10-05,3,@,Valladolid,es La Liga,W 2-1,2,1,+1,60,2,0,0,0,3,2,0,0,1,0,0,Match Report
928,Rayo Vallecano,2024-09-16,3,,Osasuna,es La Liga,W 3-1,3,1,+2,65,3,0,0,0,3,3,0,0,0,0,0,Match Report
929,Rayo Vallecano,2024-08-18,3,@,Real Sociedad,es La Liga,W 2-1,2,1,+1,34,2,0,0,0,3,2,0,1,0,0,0,Match Report
930,Mainz 05,2025-02-22,3,,St. Pauli,de Bundesliga,W 2-0,2,0,+2,53,2,0,0,0,3,2,0,0,1,0,0,Match Report
931,Mainz 05,2024-12-21,3,@,Eint Frankfurt,de Bundesliga,W 3-1,3,1,+2,30,2,0,0,0,3,1,0,0,1,1,0,Match Report
932,Mainz 05,2024-12-14,3,,Bayern Munich,de Bundesliga,W 2-1,2,1,+1,32,2,0,0,0,3,2,0,0,1,0,0,Match Report
933,Leicester City,2024-12-08,3,,Brighton,eng Premier League,D 2-2,2,2,0,56,2,0,0,0,3,2,0,0,1,0,0,Match Report
934,Leicester City,2024-09-14,3,@,Crystal Palace,eng Premier League,D 2-2,2,2,0,34,2,0,0,0,3,2,0,1,0,0,0,Match Report
935,Freiburg,2025-01-11,3,,Holstein Kiel,de Bundesliga,W 3-2,3,2,+1,51,2,0,0,0,3,2,0,0,0,1,0,Match Report
936,Freiburg,2024-09-14,3,,Bochum,de Bundesliga,W 2-1,2,1,+1,54,2,0,0,0,3,2,0,0,1,0,0,Match Report
937,RB Leipzig,2025-03-15,3,,Dortmund,de Bundesliga,W 2-0,2,0,+2,34,2,0,0,0,3,1,1,0,1,0,0,Match Report
938,RB Leipzig,2024-12-07,3,@,Holstein Kiel,de Bundesliga,W 2-0,2,0,+2,44,1,1,1,0,3,1,0,0,1,1,0,Match Report
939,RB Leipzig,2024-10-19,3,@,Mainz 05,de Bundesliga,W 2-0,2,0,+2,47,2,0,0,0,3,2,0,0,1,0,0,Match Report
940,Sevilla,2025-01-18,3,@,Girona,es La Liga,W 2-1,2,1,+1,40,2,0,1,1,3,1,0,1,1,0,0,Match Report
941,Dortmund,2025-03-01,3,@,St. Pauli,de Bundesliga,W 2-0,2,0,+2,57,2,0,0,0,3,0,0,1,1,0,1,Match Report
942,Dortmund,2025-02-01,3,@,Heidenheim,de Bundesliga,W 2-1,2,1,+1,63,2,0,0,0,3,2,0,0,1,0,0,Match Report
943,Dortmund,2025-01-14,3,@,Holstein Kiel,de Bundesliga,L 2-4,2,4,-2,75,2,0,0,0,3,2,0,1,0,0,0,Match Report
944,Dortmund,2024-11-02,3,,RB Leipzig,de Bundesliga,W 2-1,2,1,+1,57,2,0,0,0,3,2,0,0,1,0,0,Match Report
945,Venezia,2025-02-01,3,@,Udinese,it Serie A,L 2-3,2,3,-1,49,2,0,0,0,3,1,0,0,1,1,0,Match Report
946,Venezia,2024-12-22,3,,Cagliari,it Serie A,W 2-1,2,1,+1,32,2,0,0,0,3,2,1,0,0,0,0,Match Report
947,Newcastle Utd,2025-01-04,3,@,Tottenham,eng Premier League,W 2-1,2,1,+1,44,2,0,0,0,3,3,0,0,0,0,0,Match Report
948,Rennes,2025-02-08,3,@,Saint-Étienne,fr Ligue 1,W 2-0,2,0,+2,47,2,0,0,0,3,2,0,0,1,0,0,Match Report
949,Rennes,2025-01-25,3,@,Monaco,fr Ligue 1,L 2-3,2,3,-1,48,2,0,0,0,3,2,0,0,1,0,0,Match Report
950,Rennes,2025-01-03,3,@,Nice,fr Ligue 1,L 2-3,2,3,-1,53,2,0,0,0,3,2,0,0,1,0,0,Match Report
951,Ipswich Town,2025-01-05,3,@,Fulham,eng Premier League,D 2-2,2,2,0,27,1,1,1,0,3,1,0,0,1,1,0,Match Report
952,Ipswich Town,2024-12-30,3,,Chelsea,eng Premier League,W 2-0,2,0,+2,24,1,1,1,0,3,2,0,0,0,1,0,Match Report
953,Manchester City,2025-03-15,3,,Brighton,eng Premier League,D 2-2,2,2,0,60,1,1,1,0,3,2,0,0,0,1,0,Match Report
954,Manchester City,2025-01-14,3,@,Brentford,eng Premier League,D 2-2,2,2,0,55,2,0,0,0,3,2,0,0,1,0,0,Match Report
955,Manchester City,2024-12-29,3,@,Leicester City,eng Premier League,W 2-0,2,0,+2,47,2,0,0,0,3,2,0,0,1,0,0,Match Report
956,Manchester City,2024-09-22,3,,Arsenal,eng Premier League,D 2-2,2,2,0,77,2,0,0,0,3,1,0,1,1,0,0,Match Report
957,Manchester City,2024-08-18,3,@,Chelsea,eng Premier League,W 2-0,2,0,+2,52,2,0,0,0,3,1,0,2,0,0,0,Match Report
958,Strasbourg,2025-02-16,3,@,Lens,fr Ligue 1,W 2-0,2,0,+2,44,2,0,0,0,3,2,0,1,0,0,0,Match Report
959,Strasbourg,2025-02-09,3,,Montpellier,fr Ligue 1,W 2-0,2,0,+2,59,2,0,0,0,3,1,0,0,1,0,1,Match Report
960,Strasbourg,2025-01-25,3,,Lille,fr Ligue 1,W 2-1,2,1,+1,42,2,0,0,0,3,2,1,0,0,0,0,Match Report
961,Strasbourg,2024-10-06,3,,Lens,fr Ligue 1,D 2-2,2,2,0,37,1,1,1,0,3,1,1,0,0,1,0,Match Report
962,Strasbourg,2024-08-25,3,,Rennes,fr Ligue 1,W 3-1,3,1,+2,59,2,0,0,0,3,1,0,0,1,1,0,Match Report
963,Cagliari,2024-11-24,3,@,Genoa,it Serie A,D 2-2,2,2,0,48,0,2,2,0,3,1,0,0,1,1,0,Match Report
964,Cagliari,2024-11-09,3,,Milan,it Serie A,D 3-3,3,3,0,45,3,0,0,0,3,2,0,0,1,0,0,Match Report
965,Cagliari,2024-10-20,3,,Torino,it Serie A,W 3-2,3,2,+1,41,2,0,0,0,3,1,0,0,1,1,0,Match Report
966,Leverkusen,2024-10-05,3,,Holstein Kiel,de Bundesliga,D 2-2,2,2,0,74,2,0,0,0,3,3,0,0,0,0,0,Match Report
967,Leverkusen,2024-08-31,3,,RB Leipzig,de Bundesliga,L 2-3,2,3,-1,62,2,0,0,0,3,2,0,1,0,0,0,Match Report
968,Leverkusen,2024-08-23,3,@,Gladbach,de Bundesliga,W 3-2,3,2,+1,57,3,0,1,1,3,0,0,0,2,0,1,Match Report
969,Lille,2025-02-22,3,,Monaco,fr Ligue 1,W 2-1,2,1,+1,43,2,0,0,0,3,2,0,0,1,0,0,Match Report
970,Lille,2025-02-16,3,@,Rennes,fr Ligue 1,W 2-0,2,0,+2,63,2,0,1,1,3,2,0,0,1,0,0,Match Report
971,Lille,2025-01-17,3,,Nice,fr Ligue 1,W 2-1,2,1,+1,55,2,0,0,0,3,2,0,0,1,0,0,Match Report
972,Brentford,2024-08-18,3,,Crystal Palace,eng Premier League,W 2-1,2,1,+1,46,2,0,0,0,3,2,0,0,1,0,0,Match Report
973,Roma,2025-01-26,3,@,Udinese,it Serie A,W 2-1,2,1,+1,51,0,2,2,0,3,2,0,0,0,1,0,Match Report
974,Roma,2025-01-17,3,,Genoa,it Serie A,W 3-1,3,1,+2,52,2,0,0,0,3,2,0,0,1,0,0,Match Report
975,Roma,2025-01-12,3,@,Bologna,it Serie A,D 2-2,2,2,0,46,1,1,1,0,3,2,0,0,1,0,0,Match Report
976,Roma,2025-01-05,3,,Lazio,it Serie A,W 2-0,2,0,+2,33,2,0,0,0,3,2,0,0,1,0,0,Match Report
977,Roma,2024-11-03,3,@,Hellas Verona,it Serie A,L 2-3,2,3,-1,66,2,0,0,0,3,2,0,0,1,0,0,Match Report
978,Chelsea,2024-11-23,3,@,Leicester City,eng Premier League,W 2-1,2,1,+1,63,2,0,0,0,3,1,0,1,1,0,0,Match Report
979,Brighton,2024-11-23,3,@,Bournemouth,eng Premier League,W 2-1,2,1,+1,45,2,0,0,0,3,2,0,0,1,0,0,Match Report
980,Brighton,2024-10-26,3,,Wolves,eng Premier League,D 2-2,2,2,0,51,2,0,0,0,3,3,0,0,0,0,0,Match Report
981,Saint-Étienne,2024-11-02,3,,Strasbourg,fr Ligue 1,W 2-0,2,0,+2,36,2,0,0,0,3,2,0,0,1,0,0,Match Report
982,Everton,2024-12-04,3,,Wolves,eng Premier League,W 4-0,4,0,+4,44,2,0,0,0,3,1,0,0,1,1,0,Match Report
983,Everton,2024-09-14,3,@,Aston Villa,eng Premier League,L 2-3,2,3,-1,28,2,0,0,0,3,0,1,0,0,1,1,Match Report
984,Napoli,2025-03-09,3,,Fiorentina,it Serie A,W 2-1,2,1,+1,49,2,0,0,0,3,2,0,0,1,0,0,Match Report
985,Napoli,2025-01-04,3,@,Fiorentina,it Serie A,W 3-0,3,0,+3,52,2,1,1,0,3,1,0,1,0,1,0,Match Report
986,Napoli,2024-09-29,3,,Monza,it Serie A,W 2-0,2,0,+2,49,2,0,0,0,3,2,0,0,1,0,0,Match Report
987,Lyon,2025-04-05,3,,Lille,fr Ligue 1,W 2-1,2,1,+1,56,1,1,1,0,3,2,0,0,1,0,0,Match Report
988,Lyon,2025-03-28,3,@,Strasbourg,fr Ligue 1,L 2-4,2,4,-2,60,1,1,1,0,3,1,0,0,1,1,0,Match Report
989,Lyon,2025-02-02,3,@,Marseille,fr Ligue 1,L 2-3,2,3,-1,37,1,1,1,0,3,2,0,0,1,0,0,Match Report
990,Lyon,2024-10-27,3,,Auxerre,fr Ligue 1,D 2-2,2,2,0,62,1,1,1,0,3,2,0,0,0,1,0,Match Report
991,Inter,2025-01-15,3,,Bologna,it Serie A,D 2-2,2,2,0,48,2,0,0,0,3,2,0,0,1,0,0,Match Report
992,Inter,2024-08-30,3,,Atalanta,it Serie A,W 4-0,4,0,+4,55,3,0,0,0,3,2,1,0,0,0,0,Match Report
993,Inter,2024-08-24,3,,Lecce,it Serie A,W 2-0,2,0,+2,61,1,1,1,0,3,1,0,0,1,1,0,Match Report
994,Nantes,2025-04-04,3,@,Nice,fr Ligue 1,W 2-1,2,1,+1,24,2,0,0,0,3,2,0,0,1,0,0,Match Report
995,Nantes,2025-02-23,3,,Lens,fr Ligue 1,W 3-1,3,1,+2,35,2,1,1,0,3,0,0,0,3,0,0,Match Report
996,Nantes,2025-01-10,3,,Monaco,fr Ligue 1,D 2-2,2,2,0,32,2,0,0,0,3,3,0,0,0,0,0,Match Report
997,Nantes,2024-08-25,3,,Auxerre,fr Ligue 1,W 2-0,2,0,+2,36,2,0,0,0,3,1,0,2,0,0,0,Match Report
998,Atlético Madrid,2024-11-23,3,,Alavés,es La Liga,W 2-1,2,1,+1,70,1,1,1,0,3,2,0,0,1,0,0,Match Report
999,Milan,2025-01-14,3,@,Como,it Serie A,W 2-1,2,1,+1,48,2,0,0,0,3,2,0,0,1,0,0,Match Report
1000,Milan,2024-08-17,3,,Torino,it Serie A,D 2-2,2,2,0,56,2,0,0,0,3,2,0,0,1,0,0,Match Report
1001,Valencia,2025-04-05,3,@,Real Madrid,es La Liga,W 2-1,2,1,+1,35,2,0,0,0,3,2,1,0,0,0,0,Match Report
1002,Valencia,2024-10-21,3,,Las Palmas,es La Liga,L 2-3,2,3,-1,48,1,1,1,0,3,2,0,0,0,1,0,Match Report
1003,Valencia,2024-09-21,3,,Girona,es La Liga,W 2-0,2,0,+2,33,2,0,0,0,3,2,0,0,0,0,1,Match Report
1004,Juventus,2024-11-09,3,,Torino,it Serie A,W 2-0,2,0,+2,54,2,0,0,0,3,2,0,0,1,0,0,Match Report
1005,Paris S-G,2025-01-12,3,,Saint-Étienne,fr Ligue 1,W 2-1,2,1,+1,59,1,1,1,0,3,3,0,0,0,0,0,Match Report
1006,Real Sociedad,2025-04-06,3,@,Las Palmas,es La Liga,W 3-1,3,1,+2,49,3,0,0,0,3,2,0,0,1,0,0,Match Report
1007,Nott'ham Forest,2025-02-23,3,@,Newcastle Utd,eng Premier League,L 3-4,3,4,-1,43,3,0,0,0,3,2,0,0,1,0,0,Match Report
1008,Nott'ham Forest,2024-09-22,3,@,Brighton,eng Premier League,D 2-2,2,2,0,30,1,1,1,0,3,2,0,0,0,1,0,Match Report
1009,Parma,2025-03-08,3,,Torino,it Serie A,D 2-2,2,2,0,53,2,0,0,0,3,2,1,0,0,0,0,Match Report
1010,Parma,2025-01-26,3,@,Milan,it Serie A,L 2-3,2,3,-1,39,2,0,0,0,3,1,0,1,1,0,0,Match Report
1011,Parma,2024-12-15,3,,Hellas Verona,it Serie A,L 2-3,2,3,-1,56,2,0,0,0,3,2,0,0,1,0,0,Match Report
1012,Parma,2024-12-01,3,,Lazio,it Serie A,W 3-1,3,1,+2,28,3,0,0,0,3,2,0,0,0,0,1,Match Report
1013,Parma,2024-11-09,3,@,Venezia,it Serie A,W 2-1,2,1,+1,33,2,0,0,0,3,1,1,0,1,0,0,Match Report
1014,Parma,2024-09-21,3,@,Lecce,it Serie A,D 2-2,2,2,0,61,2,0,0,0,3,2,0,0,1,0,0,Match Report
1015,Eint Frankfurt,2025-01-17,3,,Dortmund,de Bundesliga,W 2-0,2,0,+2,33,2,0,0,0,3,2,0,1,0,0,0,Match Report
1016,Eint Frankfurt,2024-09-21,3,,Gladbach,de Bundesliga,W 2-0,2,0,+2,37,2,0,0,0,3,1,0,1,1,0,0,Match Report
1017,Eint Frankfurt,2024-09-14,3,@,Wolfsburg,de Bundesliga,W 2-1,2,1,+1,40,1,1,1,0,3,1,1,1,0,0,0,Match Report
1018,Celta Vigo,2024-08-16,3,,Alavés,es La Liga,W 2-1,2,1,+1,63,2,0,0,0,3,3,0,0,0,0,0,Match Report
1019,Brest,2025-04-05,3,,Monaco,fr Ligue 1,W 2-1,2,1,+1,41,2,0,0,0,3,2,0,0,1,0,0,Match Report
1020,Brest,2025-03-09,3,,Angers,fr Ligue 1,W 2-0,2,0,+2,50,2,0,0,0,3,0,1,0,2,0,0,Match Report
1021,Brest,2025-02-07,3,@,Nantes,fr Ligue 1,W 2-0,2,0,+2,42,2,0,0,0,3,2,0,0,0,1,0,Match Report
1022,Brest,2025-02-01,3,,Paris S-G,fr Ligue 1,L 2-5,2,5,-3,35,2,0,0,0,3,2,0,1,0,0,0,Match Report
1023,Brest,2025-01-11,3,,Lyon,fr Ligue 1,W 2-1,2,1,+1,33,2,0,0,0,3,2,0,0,1,0,0,Match Report
1024,Brest,2024-10-26,3,@,Reims,fr Ligue 1,W 2-1,2,1,+1,47,1,1,1,0,3,2,0,0,1,0,0,Match Report
1025,Betis,2025-02-02,3,,Athletic Club,es La Liga,D 2-2,2,2,0,53,2,0,0,0,3,2,0,0,1,0,0,Match Report
1026,Betis,2024-12-15,3,@,Villarreal,es La Liga,W 2-1,2,1,+1,38,2,0,0,0,3,2,0,0,0,1,0,Match Report
1027,Betis,2024-10-19,3,@,Osasuna,es La Liga,W 2-1,2,1,+1,45,2,0,0,0,3,2,0,0,1,0,0,Match Report
1028,Betis,2024-09-18,3,,Getafe,es La Liga,W 2-1,2,1,+1,65,1,1,1,0,3,2,0,0,1,0,0,Match Report
1029,Betis,2024-09-13,3,,Leganés,es La Liga,W 2-0,2,0,+2,64,2,0,0,0,3,2,0,0,1,0,0,Match Report
1030,Lens,2025-01-31,3,@,Montpellier,fr Ligue 1,W 2-0,2,0,+2,51,2,0,0,0,3,2,0,0,1,0,0,Match Report
1031,Lens,2024-12-14,3,@,Auxerre,fr Ligue 1,D 2-2,2,2,0,60,2,0,0,0,3,2,0,1,0,0,0,Match Report
1032,Monaco,2025-03-15,3,@,Angers,fr Ligue 1,W 2-0,2,0,+2,56,1,1,1,0,3,3,0,0,0,0,0,Match Report
1033,Monaco,2024-12-18,3,,Paris S-G,fr Ligue 1,L 2-4,2,4,-2,40,1,1,1,0,3,2,0,0,1,0,0,Match Report
1034,Monaco,2024-11-09,3,@,Strasbourg,fr Ligue 1,W 3-1,3,1,+2,57,2,1,1,0,3,2,0,0,1,0,0,Match Report
1035,Fulham,2025-02-15,3,,Nott'ham Forest,eng Premier League,W 2-1,2,1,+1,55,2,0,0,0,3,1,0,1,1,0,0,Match Report
1036,Fulham,2025-01-18,3,@,Leicester City,eng Premier League,W 2-0,2,0,+2,60,2,0,0,0,3,2,0,0,1,0,0,Match Report
1037,Fulham,2024-12-26,3,@,Chelsea,eng Premier League,W 2-1,2,1,+1,53,2,0,0,0,3,2,0,0,1,0,0,Match Report
1038,Fulham,2024-12-05,3,,Brighton,eng Premier League,W 3-1,3,1,+2,43,2,0,0,0,3,1,0,2,0,0,0,Match Report
1039,Lecce,2025-03-08,3,,Milan,it Serie A,L 2-3,2,3,-1,30,2,0,0,0,3,3,0,0,0,0,0,Match Report
1040,Las Palmas,2025-04-06,2,,Real Sociedad,es La Liga,L 1-3,1,3,-2,51,1,0,0,0,2,1,0,1,0,0,0,Match Report
1041,Las Palmas,2025-03-31,2,@,Celta Vigo,es La Liga,D 1-1,1,1,0,39,1,0,0,0,2,2,0,0,0,0,0,Match Report
