Rk,Team,Date,#OPA,,Opp,Comp,Result,GF,GA,GD,Poss,G-PK,PK,PKatt,PKm,#OPA,AvgDist,Match Report
1525,Hoffenheim,2024-09-29,0,,Werder Bremen,de Bundesliga,L 3-4,3,4,-1,37,3,0,0,0,0,12.0,Match Report
1526,Hoffenheim,2024-08-31,0,@,Eint Frankfurt,de Bundesliga,L 1-3,1,3,-2,50,1,0,0,0,0,12.3,Match Report
1527,Osasuna,2025-03-27,0,@,Barcelona,es La Liga,L 0-3,0,3,-3,26,0,0,0,0,0,5.0,Match Report
1528,Osasuna,2025-01-12,0,@,Atlético Madrid,es La Liga,L 0-1,0,1,-1,50,0,0,0,0,0,18.0,Match Report
1529,Osasuna,2024-12-08,0,,Alavés,es La Liga,D 2-2,2,2,0,60,2,0,0,0,0,9.0,Match Report
1530,Osasuna,2024-12-02,0,@,Sevilla,es La Liga,D 1-1,1,1,0,36,1,0,0,0,0,18.0,Match Report
1531,Osasuna,2024-11-02,0,,Valladolid,es La Liga,W 1-0,1,0,+1,49,0,1,1,0,0,6.5,Match Report
1532,Osasuna,2024-10-27,0,@,Real Sociedad,es La Liga,W 2-0,2,0,+2,26,2,0,0,0,0,12.7,Match Report
1533,Osasuna,2024-08-24,0,,Mallorca,es La Liga,W 1-0,1,0,+1,46,1,0,0,0,0,7.0,Match Report
1534,Udinese,2025-03-15,0,,Hellas Verona,it Serie A,L 0-1,0,1,-1,64,0,0,0,0,0,12.3,Match Report
1535,Udinese,2025-03-10,0,@,Lazio,it Serie A,D 1-1,1,1,0,51,1,0,0,0,0,15.0,Match Report
1536,Udinese,2025-03-01,0,,Parma,it Serie A,W 1-0,1,0,+1,43,0,1,1,0,0,15.0,Match Report
1537,Udinese,2025-02-16,0,,Empoli,it Serie A,W 3-0,3,0,+3,56,3,0,0,0,0,16.0,Match Report
1538,Udinese,2025-02-09,0,@,Napoli,it Serie A,D 1-1,1,1,0,38,1,0,0,0,0,6.5,Match Report
1539,Udinese,2025-02-01,0,,Venezia,it Serie A,W 3-2,3,2,+1,51,3,0,0,0,0,,Match Report
1540,Udinese,2025-01-26,0,,Roma,it Serie A,L 1-2,1,2,-1,49,1,0,0,0,0,7.1,Match Report
1541,Udinese,2025-01-11,0,,Atalanta,it Serie A,D 0-0,0,0,0,46,0,0,0,0,0,16.0,Match Report
1542,Udinese,2024-12-09,0,@,Monza,it Serie A,W 2-1,2,1,+1,33,2,0,0,0,0,8.7,Match Report
1543,Udinese,2024-11-02,0,,Juventus,it Serie A,L 0-2,0,2,-2,39,0,0,0,0,0,11.3,Match Report
1544,Udinese,2024-10-25,0,,Cagliari,it Serie A,W 2-0,2,0,+2,64,2,0,0,0,0,12.0,Match Report
1545,Udinese,2024-10-05,0,,Lecce,it Serie A,W 1-0,1,0,+1,55,1,0,0,0,0,11.0,Match Report
1546,Udinese,2024-09-28,0,,Inter,it Serie A,L 2-3,2,3,-1,40,2,0,0,0,0,4.0,Match Report
1547,Udinese,2024-09-16,0,@,Parma,it Serie A,W 3-2,3,2,+1,53,3,0,0,0,0,10.5,Match Report
1548,Udinese,2024-09-01,0,,Como,it Serie A,W 1-0,1,0,+1,44,1,0,0,0,0,8.5,Match Report
1549,Udinese,2024-08-18,0,@,Bologna,it Serie A,D 1-1,1,1,0,27,1,0,1,1,0,5.5,Match Report
1550,Bayern Munich,2025-03-29,0,,St. Pauli,de Bundesliga,W 3-2,3,2,+1,65,3,0,0,0,0,8.7,Match Report
1551,Bayern Munich,2025-02-28,0,@,Stuttgart,de Bundesliga,W 3-1,3,1,+2,47,3,0,0,0,0,3.0,Match Report
1552,Bayern Munich,2025-01-25,0,@,Freiburg,de Bundesliga,W 2-1,2,1,+1,65,2,0,0,0,0,7.7,Match Report
1553,Bayern Munich,2024-11-02,0,,Union Berlin,de Bundesliga,W 3-0,3,0,+3,77,2,1,1,0,0,6.0,Match Report
1554,Augsburg,2025-04-04,0,,Bayern Munich,de Bundesliga,L 1-3,1,3,-2,31,1,0,0,0,0,6.0,Match Report
1555,Augsburg,2025-03-02,0,,Freiburg,de Bundesliga,D 0-0,0,0,0,51,0,0,0,0,0,10.0,Match Report
1556,Augsburg,2025-02-22,0,@,Gladbach,de Bundesliga,W 3-0,3,0,+3,51,3,0,0,0,0,13.0,Match Report
1557,Augsburg,2025-02-14,0,,RB Leipzig,de Bundesliga,D 0-0,0,0,0,39,0,0,0,0,0,,Match Report
1558,Augsburg,2024-12-07,0,@,Eint Frankfurt,de Bundesliga,D 2-2,2,2,0,34,2,0,0,0,0,10.0,Match Report
1559,Augsburg,2024-11-30,0,,Bochum,de Bundesliga,W 1-0,1,0,+1,52,0,1,1,0,0,11.0,Match Report
1560,Augsburg,2024-11-22,0,@,Bayern Munich,de Bundesliga,L 0-3,0,3,-3,20,0,0,0,0,0,7.9,Match Report
1561,Augsburg,2024-11-10,0,,Hoffenheim,de Bundesliga,D 0-0,0,0,0,44,0,0,0,0,0,7.0,Match Report
1562,Augsburg,2024-10-04,0,,Gladbach,de Bundesliga,W 2-1,2,1,+1,35,2,0,0,0,0,3.0,Match Report
1563,Augsburg,2024-09-15,0,,St. Pauli,de Bundesliga,W 3-1,3,1,+2,44,3,0,0,0,0,9.9,Match Report
1564,Hellas Verona,2025-04-06,0,@,Torino,it Serie A,D 1-1,1,1,0,39,1,0,0,0,0,7.3,Match Report
1565,Hellas Verona,2025-03-15,0,@,Udinese,it Serie A,W 1-0,1,0,+1,36,1,0,0,0,0,4.0,Match Report
1566,Hellas Verona,2025-02-08,0,,Atalanta,it Serie A,L 0-5,0,5,-5,38,0,0,0,0,0,16.5,Match Report
1567,Hellas Verona,2025-02-01,0,@,Monza,it Serie A,W 1-0,1,0,+1,34,0,0,0,0,0,5.0,Match Report
1568,Hellas Verona,2025-01-19,0,,Lazio,it Serie A,L 0-3,0,3,-3,36,0,0,0,0,0,,Match Report
1569,Hellas Verona,2025-01-04,0,,Udinese,it Serie A,D 0-0,0,0,0,37,0,0,0,0,0,10.0,Match Report
1570,Hellas Verona,2024-12-30,0,@,Bologna,it Serie A,W 3-2,3,2,+1,33,2,0,0,0,0,17.7,Match Report
1571,Hellas Verona,2024-12-20,0,,Milan,it Serie A,L 0-1,0,1,-1,36,0,0,0,0,0,4.0,Match Report
1572,Hellas Verona,2024-12-15,0,@,Parma,it Serie A,W 3-2,3,2,+1,44,3,0,0,0,0,7.7,Match Report
1573,Hellas Verona,2024-12-08,0,,Empoli,it Serie A,L 1-4,1,4,-3,50,1,0,0,0,0,9.0,Match Report
1574,Hellas Verona,2024-11-29,0,@,Cagliari,it Serie A,L 0-1,0,1,-1,37,0,0,0,0,0,9.0,Match Report
1575,Hellas Verona,2024-10-26,0,@,Atalanta,it Serie A,L 1-6,1,6,-5,31,1,0,0,0,0,3.0,Match Report
1576,Hellas Verona,2024-10-21,0,,Monza,it Serie A,L 0-3,0,3,-3,59,0,0,0,0,0,6.5,Match Report
1577,Hellas Verona,2024-10-04,0,,Venezia,it Serie A,W 2-1,2,1,+1,51,1,0,0,0,0,2.5,Match Report
1578,Hellas Verona,2024-09-29,0,@,Como,it Serie A,L 2-3,2,3,-1,29,1,1,1,0,0,4.0,Match Report
1579,Hellas Verona,2024-09-20,0,,Torino,it Serie A,L 2-3,2,3,-1,30,2,0,0,0,0,6.2,Match Report
1580,Hellas Verona,2024-09-01,0,@,Genoa,it Serie A,W 2-0,2,0,+2,42,1,1,1,0,0,12.2,Match Report
1581,Torino,2025-04-06,0,,Hellas Verona,it Serie A,D 1-1,1,1,0,61,1,0,1,1,0,9.3,Match Report
1582,Torino,2025-02-22,0,,Milan,it Serie A,W 2-1,2,1,+1,36,1,0,0,0,0,6.4,Match Report
1583,Torino,2025-01-24,0,,Cagliari,it Serie A,W 2-0,2,0,+2,50,2,0,0,0,0,18.0,Match Report
1584,Torino,2025-01-11,0,,Juventus,it Serie A,D 1-1,1,1,0,41,1,0,0,0,0,7.5,Match Report
1585,Torino,2024-12-29,0,@,Udinese,it Serie A,D 2-2,2,2,0,56,2,0,0,0,0,7.5,Match Report
1586,Torino,2024-12-21,0,,Bologna,it Serie A,L 0-2,0,2,-2,42,0,0,0,0,0,6.0,Match Report
1587,Torino,2024-10-05,0,@,Inter,it Serie A,L 2-3,2,3,-1,20,1,1,1,0,0,7.0,Match Report
1588,Torino,2024-09-20,0,@,Hellas Verona,it Serie A,W 3-2,3,2,+1,70,3,0,1,1,0,5.0,Match Report
1589,Torino,2024-09-15,0,,Lecce,it Serie A,D 0-0,0,0,0,53,0,0,0,0,0,13.3,Match Report
1590,Torino,2024-08-25,0,,Atalanta,it Serie A,W 2-1,2,1,+1,42,2,0,0,0,0,8.7,Match Report
1591,Torino,2024-08-17,0,@,Milan,it Serie A,D 2-2,2,2,0,44,1,0,0,0,0,9.4,Match Report
1592,Nice,2025-03-29,0,@,Monaco,fr Ligue 1,L 1-2,1,2,-1,42,1,0,0,0,0,7.6,Match Report
1593,Nice,2025-03-14,0,,Auxerre,fr Ligue 1,D 1-1,1,1,0,51,1,0,0,0,0,7.0,Match Report
1594,Nice,2025-02-02,0,@,Toulouse,fr Ligue 1,D 1-1,1,1,0,46,0,1,1,0,0,5.0,Match Report
1595,Nice,2025-01-17,0,@,Lille,fr Ligue 1,L 1-2,1,2,-1,45,1,0,0,0,0,10.0,Match Report
1596,Nice,2024-12-15,0,@,Montpellier,fr Ligue 1,D 2-2,2,2,0,48,2,0,0,0,0,7.3,Match Report
1597,Nice,2024-12-01,0,@,Lyon,fr Ligue 1,L 1-4,1,4,-3,47,1,0,0,0,0,13.0,Match Report
1598,Nice,2024-11-24,0,,Strasbourg,fr Ligue 1,W 2-1,2,1,+1,54,1,0,0,0,0,5.7,Match Report
1599,Nice,2024-10-27,0,,Monaco,fr Ligue 1,W 2-1,2,1,+1,41,2,0,0,0,0,6.3,Match Report
1600,Nice,2024-10-20,0,@,Nantes,fr Ligue 1,D 1-1,1,1,0,57,1,0,0,0,0,11.5,Match Report
1601,Nice,2024-10-06,0,,Paris S-G,fr Ligue 1,D 1-1,1,1,0,29,1,0,0,0,0,5.0,Match Report
1602,Nice,2024-09-20,0,,Saint-Étienne,fr Ligue 1,W 8-0,8,0,+8,59,6,1,1,0,0,10.7,Match Report
1603,Nice,2024-09-01,0,@,Angers,fr Ligue 1,W 4-1,4,1,+3,46,4,0,0,0,0,6.2,Match Report
1604,Nice,2024-08-25,0,,Toulouse,fr Ligue 1,D 1-1,1,1,0,57,1,0,0,0,0,5.3,Match Report
1605,Nice,2024-08-18,0,@,Auxerre,fr Ligue 1,L 1-2,1,2,-1,55,1,0,0,0,0,9.0,Match Report
1606,Valladolid,2025-03-15,0,,Celta Vigo,es La Liga,L 0-1,0,1,-1,39,0,0,0,0,0,9.0,Match Report
1607,Valladolid,2025-03-08,0,@,Valencia,es La Liga,L 1-2,1,2,-1,38,1,0,0,0,0,3.0,Match Report
1608,Valladolid,2025-02-23,0,@,Athletic Club,es La Liga,L 1-7,1,7,-6,43,1,0,0,0,0,8.3,Match Report
1609,Valladolid,2025-02-07,0,@,Rayo Vallecano,es La Liga,L 0-1,0,1,-1,31,0,0,0,0,0,11.8,Match Report
1610,Valladolid,2025-02-01,0,@,Villarreal,es La Liga,L 1-5,1,5,-4,47,1,0,0,0,0,10.5,Match Report
1611,Valladolid,2024-12-20,0,@,Girona,es La Liga,L 0-3,0,3,-3,30,0,0,0,0,0,8.3,Match Report
1612,Valladolid,2024-12-13,0,,Valencia,es La Liga,W 1-0,1,0,+1,33,1,0,0,0,0,9.2,Match Report
1613,Valladolid,2024-12-07,0,@,Las Palmas,es La Liga,L 1-2,1,2,-1,42,1,0,0,0,0,7.8,Match Report
1614,Valladolid,2024-11-22,0,@,Getafe,es La Liga,L 0-2,0,2,-2,43,0,0,0,0,0,9.2,Match Report
1615,Valladolid,2024-11-10,0,,Athletic Club,es La Liga,D 1-1,1,1,0,34,1,0,0,0,0,12.7,Match Report
1616,Valladolid,2024-11-02,0,@,Osasuna,es La Liga,L 0-1,0,1,-1,51,0,0,0,0,0,12.5,Match Report
1617,Valladolid,2024-10-05,0,,Rayo Vallecano,es La Liga,L 1-2,1,2,-1,40,1,0,0,0,0,5.3,Match Report
1618,Valladolid,2024-09-27,0,,Mallorca,es La Liga,L 1-2,1,2,-1,51,1,0,0,0,0,5.3,Match Report
1619,Valladolid,2024-09-24,0,@,Sevilla,es La Liga,L 1-2,1,2,-1,46,1,0,0,0,0,9.0,Match Report
1620,Valladolid,2024-09-21,0,,Real Sociedad,es La Liga,D 0-0,0,0,0,36,0,0,0,0,0,7.8,Match Report
1621,Valladolid,2024-08-28,0,,Leganés,es La Liga,D 0-0,0,0,0,58,0,0,0,0,0,,Match Report
1622,Valladolid,2024-08-25,0,@,Real Madrid,es La Liga,L 0-3,0,3,-3,37,0,0,0,0,0,13.0,Match Report
1623,Arsenal,2025-02-26,0,@,Nott'ham Forest,eng Premier League,D 0-0,0,0,0,64,0,0,0,0,0,10.0,Match Report
1624,Arsenal,2025-02-02,0,,Manchester City,eng Premier League,W 5-1,5,1,+4,46,5,0,0,0,0,3.0,Match Report
1625,Arsenal,2025-01-04,0,@,Brighton,eng Premier League,D 1-1,1,1,0,55,1,0,0,0,0,8.0,Match Report
1626,Arsenal,2025-01-01,0,@,Brentford,eng Premier League,W 3-1,3,1,+2,50,3,0,0,0,0,7.0,Match Report
1627,Arsenal,2024-12-27,0,,Ipswich Town,eng Premier League,W 1-0,1,0,+1,68,1,0,0,0,0,2.5,Match Report
1628,Arsenal,2024-10-27,0,,Liverpool,eng Premier League,D 2-2,2,2,0,45,2,0,0,0,0,6.5,Match Report
1629,Arsenal,2024-09-28,0,,Leicester City,eng Premier League,W 4-2,4,2,+2,74,3,0,0,0,0,,Match Report
1630,Arsenal,2024-09-22,0,@,Manchester City,eng Premier League,D 2-2,2,2,0,23,2,0,0,0,0,6.0,Match Report
1631,Arsenal,2024-08-31,0,,Brighton,eng Premier League,D 1-1,1,1,0,36,1,0,0,0,0,7.4,Match Report
1632,Arsenal,2024-08-17,0,,Wolves,eng Premier League,W 2-0,2,0,+2,53,2,0,0,0,0,9.0,Match Report
1633,Heidenheim,2025-03-09,0,@,Hoffenheim,de Bundesliga,D 1-1,1,1,0,45,1,0,0,0,0,17.0,Match Report
1634,Heidenheim,2025-03-01,0,,Gladbach,de Bundesliga,L 0-3,0,3,-3,45,0,0,0,0,0,7.3,Match Report
1635,Heidenheim,2025-02-23,0,@,RB Leipzig,de Bundesliga,D 2-2,2,2,0,26,1,1,1,0,0,11.1,Match Report
1636,Heidenheim,2025-02-16,0,,Mainz 05,de Bundesliga,L 0-2,0,2,-2,56,0,0,0,0,0,8.0,Match Report
1637,Heidenheim,2025-02-08,0,@,Freiburg,de Bundesliga,L 0-1,0,1,-1,47,0,0,0,0,0,11.7,Match Report
1638,Heidenheim,2025-02-01,0,,Dortmund,de Bundesliga,L 1-2,1,2,-1,37,1,0,0,0,0,15.0,Match Report
1639,Heidenheim,2025-01-25,0,@,Augsburg,de Bundesliga,L 1-2,1,2,-1,40,1,0,0,0,0,9.5,Match Report
1640,Heidenheim,2025-01-15,0,@,Werder Bremen,de Bundesliga,D 3-3,3,3,0,48,3,0,0,0,0,5.0,Match Report
1641,Heidenheim,2025-01-11,0,,Union Berlin,de Bundesliga,W 2-0,2,0,+2,58,2,0,0,0,0,7.5,Match Report
1642,Heidenheim,2024-12-07,0,@,Bayern Munich,de Bundesliga,L 2-4,2,4,-2,18,2,0,0,0,0,6.5,Match Report
1643,Heidenheim,2024-12-01,0,,Eint Frankfurt,de Bundesliga,L 0-4,0,4,-4,46,0,0,0,0,0,10.5,Match Report
1644,Heidenheim,2024-11-23,0,@,Leverkusen,de Bundesliga,L 2-5,2,5,-3,22,2,0,0,0,0,9.7,Match Report
1645,Heidenheim,2024-11-02,0,@,Holstein Kiel,de Bundesliga,L 0-1,0,1,-1,55,0,0,0,0,0,12.5,Match Report
1646,Heidenheim,2024-10-19,0,@,Gladbach,de Bundesliga,L 2-3,2,3,-1,34,1,1,1,0,0,14.5,Match Report
1647,Heidenheim,2024-10-06,0,,RB Leipzig,de Bundesliga,L 0-1,0,1,-1,45,0,0,0,0,0,13.0,Match Report
1648,Heidenheim,2024-09-28,0,@,Mainz 05,de Bundesliga,W 2-0,2,0,+2,50,2,0,0,0,0,5.5,Match Report
1649,Heidenheim,2024-09-01,0,,Augsburg,de Bundesliga,W 4-0,4,0,+4,36,3,1,1,0,0,7.3,Match Report
1650,Heidenheim,2024-08-25,0,@,St. Pauli,de Bundesliga,W 2-0,2,0,+2,40,2,0,0,0,0,10.0,Match Report
1651,Manchester Utd,2025-04-06,0,,Manchester City,eng Premier League,D 0-0,0,0,0,42,0,0,0,0,0,6.0,Match Report
1652,Manchester Utd,2025-04-01,0,@,Nott'ham Forest,eng Premier League,L 0-1,0,1,-1,68,0,0,0,0,0,,Match Report
1653,Manchester Utd,2025-03-09,0,,Arsenal,eng Premier League,D 1-1,1,1,0,32,1,0,0,0,0,6.8,Match Report
1654,Manchester Utd,2025-02-26,0,,Ipswich Town,eng Premier League,W 3-2,3,2,+1,45,2,0,0,0,0,8.0,Match Report
1655,Manchester Utd,2025-02-16,0,@,Tottenham,eng Premier League,L 0-1,0,1,-1,45,0,0,0,0,0,9.8,Match Report
1656,Manchester Utd,2025-01-26,0,@,Fulham,eng Premier League,W 1-0,1,0,+1,49,1,0,0,0,0,5.0,Match Report
1657,Manchester Utd,2025-01-16,0,,Southampton,eng Premier League,W 3-1,3,1,+2,60,3,0,0,0,0,,Match Report
1658,Manchester Utd,2025-01-05,0,@,Liverpool,eng Premier League,D 2-2,2,2,0,47,2,0,0,0,0,3.7,Match Report
1659,Manchester Utd,2024-12-04,0,@,Arsenal,eng Premier League,L 0-2,0,2,-2,49,0,0,0,0,0,3.9,Match Report
1660,Manchester Utd,2024-12-01,0,,Everton,eng Premier League,W 4-0,4,0,+4,60,4,0,0,0,0,8.0,Match Report
1661,Manchester Utd,2024-11-24,0,@,Ipswich Town,eng Premier League,D 1-1,1,1,0,60,1,0,0,0,0,3.0,Match Report
1662,Manchester Utd,2024-11-10,0,,Leicester City,eng Premier League,W 3-0,3,0,+3,51,2,0,0,0,0,8.5,Match Report
1663,Manchester Utd,2024-11-03,0,,Chelsea,eng Premier League,D 1-1,1,1,0,46,0,1,1,0,0,8.7,Match Report
1664,Manchester Utd,2024-10-27,0,@,West Ham,eng Premier League,L 1-2,1,2,-1,58,1,0,0,0,0,11.0,Match Report
1665,Manchester Utd,2024-10-19,0,,Brentford,eng Premier League,W 2-1,2,1,+1,50,2,0,0,0,0,9.0,Match Report
1666,Manchester Utd,2024-10-06,0,@,Aston Villa,eng Premier League,D 0-0,0,0,0,47,0,0,0,0,0,4.0,Match Report
1667,Manchester Utd,2024-09-29,0,,Tottenham,eng Premier League,L 0-3,0,3,-3,39,0,0,0,0,0,5.0,Match Report
1668,Manchester Utd,2024-09-14,0,@,Southampton,eng Premier League,W 3-0,3,0,+3,56,3,0,0,0,0,13.0,Match Report
1669,Bologna,2025-03-29,0,@,Venezia,it Serie A,W 1-0,1,0,+1,59,1,0,0,0,0,8.0,Match Report
1670,Bologna,2025-03-09,0,@,Hellas Verona,it Serie A,W 2-1,2,1,+1,67,2,0,0,0,0,16.0,Match Report
1671,Bologna,2025-02-27,0,,Milan,it Serie A,W 2-1,2,1,+1,57,2,0,0,0,0,10.0,Match Report
1672,Bologna,2025-02-22,0,@,Parma,it Serie A,L 0-2,0,2,-2,74,0,0,0,0,0,16.0,Match Report
1673,Bologna,2025-02-14,0,,Torino,it Serie A,W 3-2,3,2,+1,65,1,1,1,0,0,17.0,Match Report
1674,Bologna,2025-02-09,0,@,Lecce,it Serie A,D 0-0,0,0,0,58,0,0,0,0,0,13.3,Match Report
1675,Bologna,2025-01-25,0,@,Empoli,it Serie A,D 1-1,1,1,0,63,1,0,0,0,0,8.0,Match Report
1676,Bologna,2025-01-18,0,,Monza,it Serie A,W 3-1,3,1,+2,58,3,0,0,0,0,10.5,Match Report
1677,Bologna,2025-01-15,0,@,Inter,it Serie A,D 2-2,2,2,0,52,2,0,0,0,0,8.5,Match Report
1678,Bologna,2024-12-30,0,,Hellas Verona,it Serie A,L 2-3,2,3,-1,67,2,0,0,0,0,19.0,Match Report
1679,Bologna,2024-12-21,0,@,Torino,it Serie A,W 2-0,2,0,+2,58,2,0,1,1,0,6.0,Match Report
1680,Bologna,2024-12-15,0,,Fiorentina,it Serie A,W 1-0,1,0,+1,50,1,0,0,0,0,8.5,Match Report
1681,Bologna,2024-12-07,0,@,Juventus,it Serie A,D 2-2,2,2,0,46,2,0,0,0,0,9.7,Match Report
1682,Bologna,2024-11-30,0,,Venezia,it Serie A,W 3-0,3,0,+3,60,1,2,2,0,0,,Match Report
1683,Bologna,2024-11-10,0,@,Roma,it Serie A,W 3-2,3,2,+1,46,3,0,0,0,0,9.0,Match Report
1684,Bologna,2024-11-02,0,,Lecce,it Serie A,W 1-0,1,0,+1,72,1,0,0,0,0,9.5,Match Report
1685,Bologna,2024-10-29,0,@,Cagliari,it Serie A,W 2-0,2,0,+2,58,2,0,0,0,0,6.0,Match Report
1686,Bologna,2024-10-06,0,,Parma,it Serie A,D 0-0,0,0,0,71,0,0,0,0,0,8.0,Match Report
1687,Bologna,2024-09-28,0,,Atalanta,it Serie A,D 1-1,1,1,0,36,1,0,0,0,0,8.3,Match Report
1688,Bologna,2024-08-31,0,,Empoli,it Serie A,D 1-1,1,1,0,69,1,0,0,0,0,8.7,Match Report
1689,Barcelona,2025-02-17,0,,Rayo Vallecano,es La Liga,W 1-0,1,0,+1,59,0,1,1,0,0,13.2,Match Report
1690,Barcelona,2024-09-22,0,@,Villarreal,es La Liga,W 5-1,5,1,+4,63,5,0,1,1,0,17.0,Match Report
1691,Barcelona,2024-08-17,0,@,Valencia,es La Liga,W 2-1,2,1,+1,63,1,1,1,0,0,2.0,Match Report
1692,Monza,2025-04-05,0,,Como,it Serie A,L 1-3,1,3,-2,42,1,0,0,0,0,6.7,Match Report
1693,Monza,2025-03-30,0,@,Cagliari,it Serie A,L 0-3,0,3,-3,58,0,0,0,0,0,10.8,Match Report
1694,Monza,2025-03-15,0,,Parma,it Serie A,D 1-1,1,1,0,45,1,0,0,0,0,4.3,Match Report
1695,Monza,2025-03-02,0,,Torino,it Serie A,L 0-2,0,2,-2,53,0,0,0,0,0,,Match Report
1696,Monza,2025-02-24,0,@,Roma,it Serie A,L 0-4,0,4,-4,35,0,0,0,0,0,5.0,Match Report
1697,Monza,2025-02-09,0,@,Lazio,it Serie A,L 1-5,1,5,-4,39,0,1,1,0,0,7.0,Match Report
1698,Monza,2025-02-01,0,,Hellas Verona,it Serie A,L 0-1,0,1,-1,66,0,0,0,0,0,17.0,Match Report
1699,Monza,2025-01-13,0,,Fiorentina,it Serie A,W 2-1,2,1,+1,35,2,0,0,0,0,5.2,Match Report
1700,Monza,2024-12-22,0,,Juventus,it Serie A,L 1-2,1,2,-1,45,1,0,0,0,0,9.2,Match Report
1701,Monza,2024-11-30,0,@,Como,it Serie A,D 1-1,1,1,0,45,0,1,1,0,0,12.8,Match Report
1702,Monza,2024-11-24,0,@,Torino,it Serie A,D 1-1,1,1,0,46,1,0,0,0,0,8.8,Match Report
1703,Monza,2024-11-02,0,,Milan,it Serie A,L 0-1,0,1,-1,44,0,0,0,0,0,,Match Report
1704,Monza,2024-10-21,0,@,Hellas Verona,it Serie A,W 3-0,3,0,+3,41,3,0,0,0,0,5.7,Match Report
1705,Monza,2024-09-29,0,@,Napoli,it Serie A,L 0-2,0,2,-2,51,0,0,0,0,0,9.0,Match Report
1706,Monza,2024-09-22,0,,Bologna,it Serie A,L 1-2,1,2,-1,43,1,0,0,0,0,,Match Report
1707,Monza,2024-09-15,0,,Inter,it Serie A,D 1-1,1,1,0,40,1,0,0,0,0,5.0,Match Report
1708,Montpellier,2025-02-16,0,,Lyon,fr Ligue 1,L 1-4,1,4,-3,38,1,0,0,0,0,,Match Report
1709,Montpellier,2025-01-17,0,,Monaco,fr Ligue 1,W 2-1,2,1,+1,33,2,0,0,0,0,10.3,Match Report
1710,Montpellier,2024-12-15,0,,Nice,fr Ligue 1,D 2-2,2,2,0,52,2,0,0,0,0,10.5,Match Report
1711,Montpellier,2024-12-08,0,@,Lens,fr Ligue 1,L 0-2,0,2,-2,45,0,0,0,0,0,13.5,Match Report
1712,Montpellier,2024-12-01,0,,Lille,fr Ligue 1,D 2-2,2,2,0,42,2,0,0,0,0,4.7,Match Report
1713,Montpellier,2024-11-23,0,@,Saint-Étienne,fr Ligue 1,L 0-1,0,1,-1,67,0,0,0,0,0,9.3,Match Report
1714,Montpellier,2024-10-27,0,,Toulouse,fr Ligue 1,L 0-3,0,3,-3,51,0,0,0,0,0,6.5,Match Report
1715,Montpellier,2024-10-20,0,,Marseille,fr Ligue 1,L 0-5,0,5,-5,35,0,0,0,0,0,12.0,Match Report
1716,Montpellier,2024-09-28,0,@,Monaco,fr Ligue 1,L 1-2,1,2,-1,35,1,0,0,0,0,10.1,Match Report
1717,Montpellier,2024-09-22,0,,Auxerre,fr Ligue 1,W 3-2,3,2,+1,54,3,0,0,0,0,10.0,Match Report
1718,Montpellier,2024-08-23,0,@,Paris S-G,fr Ligue 1,L 0-6,0,6,-6,32,0,0,0,0,0,8.8,Match Report
1719,Como,2025-02-16,0,@,Fiorentina,it Serie A,W 2-0,2,0,+2,49,2,0,0,0,0,6.0,Match Report
1720,Como,2025-01-20,0,,Udinese,it Serie A,W 4-1,4,1,+3,51,3,0,0,0,0,9.0,Match Report
1721,Como,2025-01-10,0,@,Lazio,it Serie A,D 1-1,1,1,0,63,1,0,0,0,0,9.3,Match Report
1722,Como,2024-12-23,0,@,Inter,it Serie A,L 0-2,0,2,-2,38,0,0,0,0,0,7.0,Match Report
1723,Como,2024-12-08,0,@,Venezia,it Serie A,D 2-2,2,2,0,65,1,0,0,0,0,2.0,Match Report
1724,Como,2024-11-30,0,,Monza,it Serie A,D 1-1,1,1,0,55,1,0,0,0,0,8.3,Match Report
1725,Como,2024-11-24,0,,Fiorentina,it Serie A,L 0-2,0,2,-2,57,0,0,0,0,0,10.0,Match Report
1726,Como,2024-11-07,0,@,Genoa,it Serie A,D 1-1,1,1,0,58,1,0,0,0,0,,Match Report
1727,Como,2024-11-04,0,@,Empoli,it Serie A,L 0-1,0,1,-1,58,0,0,0,0,0,10.8,Match Report
1728,Como,2024-10-31,0,,Lazio,it Serie A,L 1-5,1,5,-4,51,1,0,0,0,0,5.0,Match Report
1729,Como,2024-09-24,0,@,Atalanta,it Serie A,W 3-2,3,2,+1,41,2,0,0,0,0,7.7,Match Report
1730,Como,2024-09-14,0,,Bologna,it Serie A,D 2-2,2,2,0,44,1,0,0,0,0,1.0,Match Report
1731,Como,2024-09-01,0,@,Udinese,it Serie A,L 0-1,0,1,-1,56,0,0,1,1,0,18.0,Match Report
1732,Como,2024-08-26,0,@,Cagliari,it Serie A,D 1-1,1,1,0,53,1,0,0,0,0,12.0,Match Report
1733,Villarreal,2025-04-06,0,,Athletic Club,es La Liga,D 0-0,0,0,0,56,0,0,0,0,0,3.3,Match Report
1734,Villarreal,2025-02-22,0,@,Rayo Vallecano,es La Liga,W 1-0,1,0,+1,50,1,0,0,0,0,5.0,Match Report
1735,Villarreal,2024-12-22,0,@,Leganés,es La Liga,W 5-2,5,2,+3,64,3,2,2,0,0,12.0,Match Report
1736,Villarreal,2024-12-08,0,@,Athletic Club,es La Liga,L 0-2,0,2,-2,58,0,0,0,0,0,12.3,Match Report
